species_name,SRA_run_accession,tissue,gene,count,refseq_id,Q1,Median,Q3,binary_count,n_total_samples,n_expressed_samples,percent_expressed
naked mole rat,SRR5517317,hypothalamus,Comp,51,XP_004873449.2,1.5,45,558,1,30,15,0.5
naked mole rat,SRR5517317,hypothalamus,Foxl2,5,XP_004834389.1,1.5,45,558,0,30,2,0.0666666666666667
naked mole rat,SRR5517317,hypothalamus,Ppp2r2a,287,XP_021116966.1,1.5,45,558,1,30,30,1
naked mole rat,SRR5517317,hypothalamus,Ppp2r2b,948,XP_004854409.1,1.5,45,558,1,30,30,1
naked mole rat,SRR5517317,hypothalamus,Ppp2r2c,2269,XP_004847376.1,1.5,45,558,1,30,30,1
naked mole rat,SRR5517317,hypothalamus,Ppp2r2d,472,XP_021108913.1,1.5,45,558,1,30,30,1
naked mole rat,SRR5517317,hypothalamus,Prdm12,67,XP_004849163.1,1.5,45,558,1,30,11,0.366666666666667
naked mole rat,SRR5517317,hypothalamus,Sox3,134,XP_004862358.1,1.5,45,558,1,30,30,1
naked mole rat,SRR5517317,hypothalamus,Tbx1,14,XP_021112709.1,1.5,45,558,0,30,2,0.0666666666666667
naked mole rat,SRR5517318,cerebellum,Comp,285,XP_004873449.2,0,32,496,1,25,25,1
naked mole rat,SRR5517318,cerebellum,Foxl2,3,XP_004834389.1,0,32,496,0,25,2,0.08
naked mole rat,SRR5517318,cerebellum,Ppp2r2a,235,XP_021116966.1,0,32,496,1,25,25,1
naked mole rat,SRR5517318,cerebellum,Ppp2r2b,402,XP_004854409.1,0,32,496,1,25,25,1
naked mole rat,SRR5517318,cerebellum,Ppp2r2c,2358,XP_004847376.1,0,32,496,1,25,25,1
naked mole rat,SRR5517318,cerebellum,Ppp2r2d,568,XP_021108913.1,0,32,496,1,25,25,1
naked mole rat,SRR5517318,cerebellum,Prdm12,1,XP_004849163.1,0,32,496,0,25,2,0.08
naked mole rat,SRR5517318,cerebellum,Sox3,9,XP_004862358.1,0,32,496,0,25,3,0.12
naked mole rat,SRR5517318,cerebellum,Tbx1,4,XP_021112709.1,0,32,496,0,25,2,0.08
naked mole rat,SRR5517319,pituitary,Comp,23,XP_004873449.2,1.5,35,447,0,26,10,0.384615384615385
naked mole rat,SRR5517319,pituitary,Foxl2,150,XP_004834389.1,1.5,35,447,1,26,26,1
naked mole rat,SRR5517319,pituitary,Ppp2r2a,189,XP_021116966.1,1.5,35,447,1,26,26,1
naked mole rat,SRR5517319,pituitary,Ppp2r2b,394,XP_004854409.1,1.5,35,447,1,26,26,1
naked mole rat,SRR5517319,pituitary,Ppp2r2c,428,XP_004847376.1,1.5,35,447,1,26,26,1
naked mole rat,SRR5517319,pituitary,Ppp2r2d,420,XP_021108913.1,1.5,35,447,1,26,26,1
naked mole rat,SRR5517319,pituitary,Prdm12,9,XP_004849163.1,1.5,35,447,0,26,2,0.0769230769230769
naked mole rat,SRR5517319,pituitary,Sox3,32,XP_004862358.1,1.5,35,447,0,26,22,0.846153846153846
naked mole rat,SRR5517319,pituitary,Tbx1,37,XP_021112709.1,1.5,35,447,1,26,15,0.576923076923077
naked mole rat,SRR5517320,hypothalamus,Comp,10,XP_004873449.2,0,30,420,0,30,15,0.5
naked mole rat,SRR5517320,hypothalamus,Foxl2,8,XP_004834389.1,0,30,420,0,30,2,0.0666666666666667
naked mole rat,SRR5517320,hypothalamus,Ppp2r2a,252,XP_021116966.1,0,30,420,1,30,30,1
naked mole rat,SRR5517320,hypothalamus,Ppp2r2b,801,XP_004854409.1,0,30,420,1,30,30,1
naked mole rat,SRR5517320,hypothalamus,Ppp2r2c,1529,XP_004847376.1,0,30,420,1,30,30,1
naked mole rat,SRR5517320,hypothalamus,Ppp2r2d,330,XP_021108913.1,0,30,420,1,30,30,1
naked mole rat,SRR5517320,hypothalamus,Prdm12,29,XP_004849163.1,0,30,420,0,30,11,0.366666666666667
naked mole rat,SRR5517320,hypothalamus,Sox3,161,XP_004862358.1,0,30,420,1,30,30,1
naked mole rat,SRR5517320,hypothalamus,Tbx1,8,XP_021112709.1,0,30,420,0,30,2,0.0666666666666667
naked mole rat,SRR5517321,cerebellum,Comp,293,XP_004873449.2,0,28,440,1,25,25,1
naked mole rat,SRR5517321,cerebellum,Foxl2,2,XP_004834389.1,0,28,440,0,25,2,0.08
naked mole rat,SRR5517321,cerebellum,Ppp2r2a,202,XP_021116966.1,0,28,440,1,25,25,1
naked mole rat,SRR5517321,cerebellum,Ppp2r2b,340,XP_004854409.1,0,28,440,1,25,25,1
naked mole rat,SRR5517321,cerebellum,Ppp2r2c,2260,XP_004847376.1,0,28,440,1,25,25,1
naked mole rat,SRR5517321,cerebellum,Ppp2r2d,437,XP_021108913.1,0,28,440,1,25,25,1
naked mole rat,SRR5517321,cerebellum,Prdm12,13,XP_004849163.1,0,28,440,0,25,2,0.08
naked mole rat,SRR5517321,cerebellum,Sox3,9,XP_004862358.1,0,28,440,0,25,3,0.12
naked mole rat,SRR5517321,cerebellum,Tbx1,6,XP_021112709.1,0,28,440,0,25,2,0.08
naked mole rat,SRR5517322,pituitary,Comp,66,XP_004873449.2,1.5,37,436,1,26,10,0.384615384615385
naked mole rat,SRR5517322,pituitary,Foxl2,154,XP_004834389.1,1.5,37,436,1,26,26,1
naked mole rat,SRR5517322,pituitary,Ppp2r2a,174,XP_021116966.1,1.5,37,436,1,26,26,1
naked mole rat,SRR5517322,pituitary,Ppp2r2b,325,XP_004854409.1,1.5,37,436,1,26,26,1
naked mole rat,SRR5517322,pituitary,Ppp2r2c,452,XP_004847376.1,1.5,37,436,1,26,26,1
naked mole rat,SRR5517322,pituitary,Ppp2r2d,382,XP_021108913.1,1.5,37,436,1,26,26,1
naked mole rat,SRR5517322,pituitary,Prdm12,1,XP_004849163.1,1.5,37,436,0,26,2,0.0769230769230769
naked mole rat,SRR5517322,pituitary,Sox3,43,XP_004862358.1,1.5,37,436,1,26,22,0.846153846153846
naked mole rat,SRR5517322,pituitary,Tbx1,53,XP_021112709.1,1.5,37,436,1,26,15,0.576923076923077
naked mole rat,SRR5517323,hypothalamus,Comp,35,XP_004873449.2,1.5,40,486,0,30,15,0.5
naked mole rat,SRR5517323,hypothalamus,Foxl2,9,XP_004834389.1,1.5,40,486,0,30,2,0.0666666666666667
naked mole rat,SRR5517323,hypothalamus,Ppp2r2a,247,XP_021116966.1,1.5,40,486,1,30,30,1
naked mole rat,SRR5517323,hypothalamus,Ppp2r2b,838,XP_004854409.1,1.5,40,486,1,30,30,1
naked mole rat,SRR5517323,hypothalamus,Ppp2r2c,1904,XP_004847376.1,1.5,40,486,1,30,30,1
naked mole rat,SRR5517323,hypothalamus,Ppp2r2d,400,XP_021108913.1,1.5,40,486,1,30,30,1
naked mole rat,SRR5517323,hypothalamus,Prdm12,46,XP_004849163.1,1.5,40,486,1,30,11,0.366666666666667
naked mole rat,SRR5517323,hypothalamus,Sox3,131,XP_004862358.1,1.5,40,486,1,30,30,1
naked mole rat,SRR5517323,hypothalamus,Tbx1,17,XP_021112709.1,1.5,40,486,0,30,2,0.0666666666666667
naked mole rat,SRR5517324,cerebellum,Comp,191,XP_004873449.2,0,22,328,1,25,25,1
naked mole rat,SRR5517324,cerebellum,Foxl2,1,XP_004834389.1,0,22,328,0,25,2,0.08
naked mole rat,SRR5517324,cerebellum,Ppp2r2a,190,XP_021116966.1,0,22,328,1,25,25,1
naked mole rat,SRR5517324,cerebellum,Ppp2r2b,259,XP_004854409.1,0,22,328,1,25,25,1
naked mole rat,SRR5517324,cerebellum,Ppp2r2c,1364,XP_004847376.1,0,22,328,1,25,25,1
naked mole rat,SRR5517324,cerebellum,Ppp2r2d,338,XP_021108913.1,0,22,328,1,25,25,1
naked mole rat,SRR5517324,cerebellum,Prdm12,3,XP_004849163.1,0,22,328,0,25,2,0.08
naked mole rat,SRR5517324,cerebellum,Sox3,8,XP_004862358.1,0,22,328,0,25,3,0.12
naked mole rat,SRR5517324,cerebellum,Tbx1,10,XP_021112709.1,0,22,328,0,25,2,0.08
naked mole rat,SRR5517325,pituitary,Comp,29,XP_004873449.2,1.5,31,417,0,26,10,0.384615384615385
naked mole rat,SRR5517325,pituitary,Foxl2,153,XP_004834389.1,1.5,31,417,1,26,26,1
naked mole rat,SRR5517325,pituitary,Ppp2r2a,195,XP_021116966.1,1.5,31,417,1,26,26,1
naked mole rat,SRR5517325,pituitary,Ppp2r2b,302,XP_004854409.1,1.5,31,417,1,26,26,1
naked mole rat,SRR5517325,pituitary,Ppp2r2c,488,XP_004847376.1,1.5,31,417,1,26,26,1
naked mole rat,SRR5517325,pituitary,Ppp2r2d,451,XP_021108913.1,1.5,31,417,1,26,26,1
naked mole rat,SRR5517325,pituitary,Prdm12,3,XP_004849163.1,1.5,31,417,0,26,2,0.0769230769230769
naked mole rat,SRR5517325,pituitary,Sox3,14,XP_004862358.1,1.5,31,417,0,26,22,0.846153846153846
naked mole rat,SRR5517325,pituitary,Tbx1,27,XP_021112709.1,1.5,31,417,0,26,15,0.576923076923077
naked mole rat,SRR5517326,hypothalamus,Comp,22,XP_004873449.2,1.5,37,460,0,30,15,0.5
naked mole rat,SRR5517326,hypothalamus,Foxl2,21,XP_004834389.1,1.5,37,460,0,30,2,0.0666666666666667
naked mole rat,SRR5517326,hypothalamus,Ppp2r2a,274,XP_021116966.1,1.5,37,460,1,30,30,1
naked mole rat,SRR5517326,hypothalamus,Ppp2r2b,780,XP_004854409.1,1.5,37,460,1,30,30,1
naked mole rat,SRR5517326,hypothalamus,Ppp2r2c,1656,XP_004847376.1,1.5,37,460,1,30,30,1
naked mole rat,SRR5517326,hypothalamus,Ppp2r2d,378,XP_021108913.1,1.5,37,460,1,30,30,1
naked mole rat,SRR5517326,hypothalamus,Prdm12,21,XP_004849163.1,1.5,37,460,0,30,11,0.366666666666667
naked mole rat,SRR5517326,hypothalamus,Sox3,188,XP_004862358.1,1.5,37,460,1,30,30,1
naked mole rat,SRR5517326,hypothalamus,Tbx1,6,XP_021112709.1,1.5,37,460,0,30,2,0.0666666666666667
naked mole rat,SRR5517327,cerebellum,Comp,313,XP_004873449.2,1.5,33,498,1,25,25,1
naked mole rat,SRR5517327,cerebellum,Foxl2,3,XP_004834389.1,1.5,33,498,0,25,2,0.08
naked mole rat,SRR5517327,cerebellum,Ppp2r2a,263,XP_021116966.1,1.5,33,498,1,25,25,1
naked mole rat,SRR5517327,cerebellum,Ppp2r2b,383,XP_004854409.1,1.5,33,498,1,25,25,1
naked mole rat,SRR5517327,cerebellum,Ppp2r2c,2542,XP_004847376.1,1.5,33,498,1,25,25,1
naked mole rat,SRR5517327,cerebellum,Ppp2r2d,571,XP_021108913.1,1.5,33,498,1,25,25,1
naked mole rat,SRR5517327,cerebellum,Prdm12,7,XP_004849163.1,1.5,33,498,0,25,2,0.08
naked mole rat,SRR5517327,cerebellum,Sox3,9,XP_004862358.1,1.5,33,498,0,25,3,0.12
naked mole rat,SRR5517327,cerebellum,Tbx1,11,XP_021112709.1,1.5,33,498,0,25,2,0.08
naked mole rat,SRR5517328,pituitary,Comp,22,XP_004873449.2,1.5,35,420,0,26,10,0.384615384615385
naked mole rat,SRR5517328,pituitary,Foxl2,116,XP_004834389.1,1.5,35,420,1,26,26,1
naked mole rat,SRR5517328,pituitary,Ppp2r2a,188,XP_021116966.1,1.5,35,420,1,26,26,1
naked mole rat,SRR5517328,pituitary,Ppp2r2b,288,XP_004854409.1,1.5,35,420,1,26,26,1
naked mole rat,SRR5517328,pituitary,Ppp2r2c,242,XP_004847376.1,1.5,35,420,1,26,26,1
naked mole rat,SRR5517328,pituitary,Ppp2r2d,304,XP_021108913.1,1.5,35,420,1,26,26,1
naked mole rat,SRR5517328,pituitary,Prdm12,7,XP_004849163.1,1.5,35,420,0,26,2,0.0769230769230769
naked mole rat,SRR5517328,pituitary,Sox3,33,XP_004862358.1,1.5,35,420,0,26,22,0.846153846153846
naked mole rat,SRR5517328,pituitary,Tbx1,8,XP_021112709.1,1.5,35,420,0,26,15,0.576923076923077
naked mole rat,SRR5517329,cerebellum,Comp,203,XP_004873449.2,1.5,30,424,1,25,25,1
naked mole rat,SRR5517329,cerebellum,Foxl2,4,XP_004834389.1,1.5,30,424,0,25,2,0.08
naked mole rat,SRR5517329,cerebellum,Ppp2r2a,201,XP_021116966.1,1.5,30,424,1,25,25,1
naked mole rat,SRR5517329,cerebellum,Ppp2r2b,395,XP_004854409.1,1.5,30,424,1,25,25,1
naked mole rat,SRR5517329,cerebellum,Ppp2r2c,1953,XP_004847376.1,1.5,30,424,1,25,25,1
naked mole rat,SRR5517329,cerebellum,Ppp2r2d,417,XP_021108913.1,1.5,30,424,1,25,25,1
naked mole rat,SRR5517329,cerebellum,Prdm12,7,XP_004849163.1,1.5,30,424,0,25,2,0.08
naked mole rat,SRR5517329,cerebellum,Sox3,19,XP_004862358.1,1.5,30,424,0,25,3,0.12
naked mole rat,SRR5517329,cerebellum,Tbx1,9,XP_021112709.1,1.5,30,424,0,25,2,0.08
naked mole rat,SRR5517330,pituitary,Comp,49,XP_004873449.2,1.5,36,444,1,26,10,0.384615384615385
naked mole rat,SRR5517330,pituitary,Foxl2,114,XP_004834389.1,1.5,36,444,1,26,26,1
naked mole rat,SRR5517330,pituitary,Ppp2r2a,219,XP_021116966.1,1.5,36,444,1,26,26,1
naked mole rat,SRR5517330,pituitary,Ppp2r2b,325,XP_004854409.1,1.5,36,444,1,26,26,1
naked mole rat,SRR5517330,pituitary,Ppp2r2c,437,XP_004847376.1,1.5,36,444,1,26,26,1
naked mole rat,SRR5517330,pituitary,Ppp2r2d,385,XP_021108913.1,1.5,36,444,1,26,26,1
naked mole rat,SRR5517330,pituitary,Prdm12,3,XP_004849163.1,1.5,36,444,0,26,2,0.0769230769230769
naked mole rat,SRR5517330,pituitary,Sox3,45,XP_004862358.1,1.5,36,444,1,26,22,0.846153846153846
naked mole rat,SRR5517330,pituitary,Tbx1,70,XP_021112709.1,1.5,36,444,1,26,15,0.576923076923077
naked mole rat,SRR5517331,hypothalamus,Comp,81,XP_004873449.2,1.5,43,526,1,30,15,0.5
naked mole rat,SRR5517331,hypothalamus,Foxl2,3,XP_004834389.1,1.5,43,526,0,30,2,0.0666666666666667
naked mole rat,SRR5517331,hypothalamus,Ppp2r2a,286,XP_021116966.1,1.5,43,526,1,30,30,1
naked mole rat,SRR5517331,hypothalamus,Ppp2r2b,798,XP_004854409.1,1.5,43,526,1,30,30,1
naked mole rat,SRR5517331,hypothalamus,Ppp2r2c,2010,XP_004847376.1,1.5,43,526,1,30,30,1
naked mole rat,SRR5517331,hypothalamus,Ppp2r2d,446,XP_021108913.1,1.5,43,526,1,30,30,1
naked mole rat,SRR5517331,hypothalamus,Prdm12,35,XP_004849163.1,1.5,43,526,0,30,11,0.366666666666667
naked mole rat,SRR5517331,hypothalamus,Sox3,114,XP_004862358.1,1.5,43,526,1,30,30,1
naked mole rat,SRR5517331,hypothalamus,Tbx1,6,XP_021112709.1,1.5,43,526,0,30,2,0.0666666666666667
naked mole rat,SRR5517332,cerebellum,Comp,432,XP_004873449.2,1.5,35,482,1,25,25,1
naked mole rat,SRR5517332,cerebellum,Foxl2,1,XP_004834389.1,1.5,35,482,0,25,2,0.08
naked mole rat,SRR5517332,cerebellum,Ppp2r2a,182,XP_021116966.1,1.5,35,482,1,25,25,1
naked mole rat,SRR5517332,cerebellum,Ppp2r2b,436,XP_004854409.1,1.5,35,482,1,25,25,1
naked mole rat,SRR5517332,cerebellum,Ppp2r2c,2122,XP_004847376.1,1.5,35,482,1,25,25,1
naked mole rat,SRR5517332,cerebellum,Ppp2r2d,493,XP_021108913.1,1.5,35,482,1,25,25,1
naked mole rat,SRR5517332,cerebellum,Prdm12,11,XP_004849163.1,1.5,35,482,0,25,2,0.08
naked mole rat,SRR5517332,cerebellum,Sox3,25,XP_004862358.1,1.5,35,482,0,25,3,0.12
naked mole rat,SRR5517332,cerebellum,Tbx1,5,XP_021112709.1,1.5,35,482,0,25,2,0.08
naked mole rat,SRR5517333,pituitary,Comp,40,XP_004873449.2,1.5,34,441,1,26,10,0.384615384615385
naked mole rat,SRR5517333,pituitary,Foxl2,119,XP_004834389.1,1.5,34,441,1,26,26,1
naked mole rat,SRR5517333,pituitary,Ppp2r2a,235,XP_021116966.1,1.5,34,441,1,26,26,1
naked mole rat,SRR5517333,pituitary,Ppp2r2b,360,XP_004854409.1,1.5,34,441,1,26,26,1
naked mole rat,SRR5517333,pituitary,Ppp2r2c,512,XP_004847376.1,1.5,34,441,1,26,26,1
naked mole rat,SRR5517333,pituitary,Ppp2r2d,490,XP_021108913.1,1.5,34,441,1,26,26,1
naked mole rat,SRR5517333,pituitary,Prdm12,4,XP_004849163.1,1.5,34,441,0,26,2,0.0769230769230769
naked mole rat,SRR5517333,pituitary,Sox3,188,XP_004862358.1,1.5,34,441,1,26,22,0.846153846153846
naked mole rat,SRR5517333,pituitary,Tbx1,87,XP_021112709.1,1.5,34,441,1,26,15,0.576923076923077
naked mole rat,SRR5517334,hypothalamus,Comp,31,XP_004873449.2,1.5,34,474,0,30,15,0.5
naked mole rat,SRR5517334,hypothalamus,Foxl2,3,XP_004834389.1,1.5,34,474,0,30,2,0.0666666666666667
naked mole rat,SRR5517334,hypothalamus,Ppp2r2a,290,XP_021116966.1,1.5,34,474,1,30,30,1
naked mole rat,SRR5517334,hypothalamus,Ppp2r2b,939,XP_004854409.1,1.5,34,474,1,30,30,1
naked mole rat,SRR5517334,hypothalamus,Ppp2r2c,1763,XP_004847376.1,1.5,34,474,1,30,30,1
naked mole rat,SRR5517334,hypothalamus,Ppp2r2d,474,XP_021108913.1,1.5,34,474,1,30,30,1
naked mole rat,SRR5517334,hypothalamus,Prdm12,29,XP_004849163.1,1.5,34,474,0,30,11,0.366666666666667
naked mole rat,SRR5517334,hypothalamus,Sox3,86,XP_004862358.1,1.5,34,474,1,30,30,1
naked mole rat,SRR5517334,hypothalamus,Tbx1,4,XP_021112709.1,1.5,34,474,0,30,2,0.0666666666666667
naked mole rat,SRR5517335,cerebellum,Comp,279,XP_004873449.2,0,25,386,1,25,25,1
naked mole rat,SRR5517335,cerebellum,Foxl2,7,XP_004834389.1,0,25,386,0,25,2,0.08
naked mole rat,SRR5517335,cerebellum,Ppp2r2a,197,XP_021116966.1,0,25,386,1,25,25,1
naked mole rat,SRR5517335,cerebellum,Ppp2r2b,295,XP_004854409.1,0,25,386,1,25,25,1
naked mole rat,SRR5517335,cerebellum,Ppp2r2c,1913,XP_004847376.1,0,25,386,1,25,25,1
naked mole rat,SRR5517335,cerebellum,Ppp2r2d,412,XP_021108913.1,0,25,386,1,25,25,1
naked mole rat,SRR5517335,cerebellum,Prdm12,10,XP_004849163.1,0,25,386,0,25,2,0.08
naked mole rat,SRR5517335,cerebellum,Sox3,18,XP_004862358.1,0,25,386,0,25,3,0.12
naked mole rat,SRR5517335,cerebellum,Tbx1,8,XP_021112709.1,0,25,386,0,25,2,0.08
naked mole rat,SRR5517336,pituitary,Comp,29,XP_004873449.2,1.5,44,528,0,26,10,0.384615384615385
naked mole rat,SRR5517336,pituitary,Foxl2,189,XP_004834389.1,1.5,44,528,1,26,26,1
naked mole rat,SRR5517336,pituitary,Ppp2r2a,220,XP_021116966.1,1.5,44,528,1,26,26,1
naked mole rat,SRR5517336,pituitary,Ppp2r2b,419,XP_004854409.1,1.5,44,528,1,26,26,1
naked mole rat,SRR5517336,pituitary,Ppp2r2c,454,XP_004847376.1,1.5,44,528,1,26,26,1
naked mole rat,SRR5517336,pituitary,Ppp2r2d,454,XP_021108913.1,1.5,44,528,1,26,26,1
naked mole rat,SRR5517336,pituitary,Prdm12,1,XP_004849163.1,1.5,44,528,0,26,2,0.0769230769230769
naked mole rat,SRR5517336,pituitary,Sox3,82,XP_004862358.1,1.5,44,528,1,26,22,0.846153846153846
naked mole rat,SRR5517336,pituitary,Tbx1,43,XP_021112709.1,1.5,44,528,0,26,15,0.576923076923077
naked mole rat,SRR5517337,hypothalamus,Comp,28,XP_004873449.2,1.5,39,488,0,30,15,0.5
naked mole rat,SRR5517337,hypothalamus,Foxl2,5,XP_004834389.1,1.5,39,488,0,30,2,0.0666666666666667
naked mole rat,SRR5517337,hypothalamus,Ppp2r2a,240,XP_021116966.1,1.5,39,488,1,30,30,1
naked mole rat,SRR5517337,hypothalamus,Ppp2r2b,856,XP_004854409.1,1.5,39,488,1,30,30,1
naked mole rat,SRR5517337,hypothalamus,Ppp2r2c,1885,XP_004847376.1,1.5,39,488,1,30,30,1
naked mole rat,SRR5517337,hypothalamus,Ppp2r2d,376,XP_021108913.1,1.5,39,488,1,30,30,1
naked mole rat,SRR5517337,hypothalamus,Prdm12,78,XP_004849163.1,1.5,39,488,1,30,11,0.366666666666667
naked mole rat,SRR5517337,hypothalamus,Sox3,138,XP_004862358.1,1.5,39,488,1,30,30,1
naked mole rat,SRR5517337,hypothalamus,Tbx1,11,XP_021112709.1,1.5,39,488,0,30,2,0.0666666666666667
naked mole rat,SRR5517338,pituitary,Comp,64,XP_004873449.2,1.5,36,430,1,26,10,0.384615384615385
naked mole rat,SRR5517338,pituitary,Foxl2,168,XP_004834389.1,1.5,36,430,1,26,26,1
naked mole rat,SRR5517338,pituitary,Ppp2r2a,191,XP_021116966.1,1.5,36,430,1,26,26,1
naked mole rat,SRR5517338,pituitary,Ppp2r2b,384,XP_004854409.1,1.5,36,430,1,26,26,1
naked mole rat,SRR5517338,pituitary,Ppp2r2c,488,XP_004847376.1,1.5,36,430,1,26,26,1
naked mole rat,SRR5517338,pituitary,Ppp2r2d,363,XP_021108913.1,1.5,36,430,1,26,26,1
naked mole rat,SRR5517338,pituitary,Prdm12,2,XP_004849163.1,1.5,36,430,0,26,2,0.0769230769230769
naked mole rat,SRR5517338,pituitary,Sox3,73,XP_004862358.1,1.5,36,430,1,26,22,0.846153846153846
naked mole rat,SRR5517338,pituitary,Tbx1,47,XP_021112709.1,1.5,36,430,1,26,15,0.576923076923077
naked mole rat,SRR5517339,hypothalamus,Comp,35,XP_004873449.2,1.5,39,489,0,30,15,0.5
naked mole rat,SRR5517339,hypothalamus,Foxl2,5,XP_004834389.1,1.5,39,489,0,30,2,0.0666666666666667
naked mole rat,SRR5517339,hypothalamus,Ppp2r2a,281,XP_021116966.1,1.5,39,489,1,30,30,1
naked mole rat,SRR5517339,hypothalamus,Ppp2r2b,779,XP_004854409.1,1.5,39,489,1,30,30,1
naked mole rat,SRR5517339,hypothalamus,Ppp2r2c,2424,XP_004847376.1,1.5,39,489,1,30,30,1
naked mole rat,SRR5517339,hypothalamus,Ppp2r2d,378,XP_021108913.1,1.5,39,489,1,30,30,1
naked mole rat,SRR5517339,hypothalamus,Prdm12,12,XP_004849163.1,1.5,39,489,0,30,11,0.366666666666667
naked mole rat,SRR5517339,hypothalamus,Sox3,49,XP_004862358.1,1.5,39,489,1,30,30,1
naked mole rat,SRR5517339,hypothalamus,Tbx1,5,XP_021112709.1,1.5,39,489,0,30,2,0.0666666666666667
naked mole rat,SRR5517340,cerebellum,Comp,463,XP_004873449.2,1.5,35,486,1,25,25,1
naked mole rat,SRR5517340,cerebellum,Foxl2,3,XP_004834389.1,1.5,35,486,0,25,2,0.08
naked mole rat,SRR5517340,cerebellum,Ppp2r2a,226,XP_021116966.1,1.5,35,486,1,25,25,1
naked mole rat,SRR5517340,cerebellum,Ppp2r2b,397,XP_004854409.1,1.5,35,486,1,25,25,1
naked mole rat,SRR5517340,cerebellum,Ppp2r2c,2243,XP_004847376.1,1.5,35,486,1,25,25,1
naked mole rat,SRR5517340,cerebellum,Ppp2r2d,491,XP_021108913.1,1.5,35,486,1,25,25,1
naked mole rat,SRR5517340,cerebellum,Prdm12,10,XP_004849163.1,1.5,35,486,0,25,2,0.08
naked mole rat,SRR5517340,cerebellum,Sox3,10,XP_004862358.1,1.5,35,486,0,25,3,0.12
naked mole rat,SRR5517340,cerebellum,Tbx1,5,XP_021112709.1,1.5,35,486,0,25,2,0.08
naked mole rat,SRR5517341,pituitary,Comp,31,XP_004873449.2,1.5,48,609,0,26,10,0.384615384615385
naked mole rat,SRR5517341,pituitary,Foxl2,198,XP_004834389.1,1.5,48,609,1,26,26,1
naked mole rat,SRR5517341,pituitary,Ppp2r2a,255,XP_021116966.1,1.5,48,609,1,26,26,1
naked mole rat,SRR5517341,pituitary,Ppp2r2b,615,XP_004854409.1,1.5,48,609,1,26,26,1
naked mole rat,SRR5517341,pituitary,Ppp2r2c,699,XP_004847376.1,1.5,48,609,1,26,26,1
naked mole rat,SRR5517341,pituitary,Ppp2r2d,491,XP_021108913.1,1.5,48,609,1,26,26,1
naked mole rat,SRR5517341,pituitary,Prdm12,7,XP_004849163.1,1.5,48,609,0,26,2,0.0769230769230769
naked mole rat,SRR5517341,pituitary,Sox3,55,XP_004862358.1,1.5,48,609,1,26,22,0.846153846153846
naked mole rat,SRR5517341,pituitary,Tbx1,67,XP_021112709.1,1.5,48,609,1,26,15,0.576923076923077
naked mole rat,SRR5517342,hypothalamus,Comp,30,XP_004873449.2,1.5,37,459,0,30,15,0.5
naked mole rat,SRR5517342,hypothalamus,Foxl2,11,XP_004834389.1,1.5,37,459,0,30,2,0.0666666666666667
naked mole rat,SRR5517342,hypothalamus,Ppp2r2a,255,XP_021116966.1,1.5,37,459,1,30,30,1
naked mole rat,SRR5517342,hypothalamus,Ppp2r2b,824,XP_004854409.1,1.5,37,459,1,30,30,1
naked mole rat,SRR5517342,hypothalamus,Ppp2r2c,1704,XP_004847376.1,1.5,37,459,1,30,30,1
naked mole rat,SRR5517342,hypothalamus,Ppp2r2d,371,XP_021108913.1,1.5,37,459,1,30,30,1
naked mole rat,SRR5517342,hypothalamus,Prdm12,33,XP_004849163.1,1.5,37,459,0,30,11,0.366666666666667
naked mole rat,SRR5517342,hypothalamus,Sox3,158,XP_004862358.1,1.5,37,459,1,30,30,1
naked mole rat,SRR5517342,hypothalamus,Tbx1,19,XP_021112709.1,1.5,37,459,0,30,2,0.0666666666666667
naked mole rat,SRR5517343,cerebellum,Comp,160,XP_004873449.2,1.5,33,477,1,25,25,1
naked mole rat,SRR5517343,cerebellum,Foxl2,3,XP_004834389.1,1.5,33,477,0,25,2,0.08
naked mole rat,SRR5517343,cerebellum,Ppp2r2a,254,XP_021116966.1,1.5,33,477,1,25,25,1
naked mole rat,SRR5517343,cerebellum,Ppp2r2b,440,XP_004854409.1,1.5,33,477,1,25,25,1
naked mole rat,SRR5517343,cerebellum,Ppp2r2c,2249,XP_004847376.1,1.5,33,477,1,25,25,1
naked mole rat,SRR5517343,cerebellum,Ppp2r2d,571,XP_021108913.1,1.5,33,477,1,25,25,1
naked mole rat,SRR5517343,cerebellum,Prdm12,6,XP_004849163.1,1.5,33,477,0,25,2,0.08
naked mole rat,SRR5517343,cerebellum,Sox3,15,XP_004862358.1,1.5,33,477,0,25,3,0.12
naked mole rat,SRR5517343,cerebellum,Tbx1,4,XP_021112709.1,1.5,33,477,0,25,2,0.08
naked mole rat,SRR5517344,pituitary,Comp,37,XP_004873449.2,1.5,28,387,1,26,10,0.384615384615385
naked mole rat,SRR5517344,pituitary,Foxl2,123,XP_004834389.1,1.5,28,387,1,26,26,1
naked mole rat,SRR5517344,pituitary,Ppp2r2a,195,XP_021116966.1,1.5,28,387,1,26,26,1
naked mole rat,SRR5517344,pituitary,Ppp2r2b,432,XP_004854409.1,1.5,28,387,1,26,26,1
naked mole rat,SRR5517344,pituitary,Ppp2r2c,612,XP_004847376.1,1.5,28,387,1,26,26,1
naked mole rat,SRR5517344,pituitary,Ppp2r2d,482,XP_021108913.1,1.5,28,387,1,26,26,1
naked mole rat,SRR5517344,pituitary,Prdm12,1,XP_004849163.1,1.5,28,387,0,26,2,0.0769230769230769
